CustomerID,ProdTaken,Age,TypeofContact,CityTier
200848,0,35,Company Invited,1
200849,1,43,Self Enquiry,3
200850,0,32,Company Invited,3
200851,0,56,Self Enquiry,1
200852,0,29,Self Enquiry,1
200853,0,19,Self Enquiry,1
200854,0,45,Self Enquiry,1
200855,0,37,Self Enquiry,1
200856,0,20,Self Enquiry,1
200857,1,44,Self Enquiry,1
200858,0,53,Self Enquiry,1
200859,0,29,Self Enquiry,1
200860,1,22,Company Invited,1
200861,0,46,Self Enquiry,3
200862,0,44,Company Invited,1
200863,0,36,Self Enquiry,2
200864,1,41,Company Invited,1
200865,0,36,Self Enquiry,3
200866,0,40,Company Invited,3
200867,0,50,Company Invited,1
200868,0,28,Self Enquiry,1
200869,0,46,Self Enquiry,1
200870,0,35,Self Enquiry,3
200871,1,24,Self Enquiry,1
200872,0,33,Company Invited,3
200873,0,36,Self Enquiry,1
200874,0,36,Self Enquiry,1
200875,0,44,Self Enquiry,1
200876,0,20,Self Enquiry,3
200877,0,46,Self Enquiry,1
200878,0,42,Company Invited,2
200879,0,60,Self Enquiry,3
200880,0,32,Company Invited,1
200881,0,32,Company Invited,1
200882,0,36,Self Enquiry,1
200883,0,33,Self Enquiry,1
200884,0,40,Self Enquiry,3
200885,0,25,Self Enquiry,3
200886,0,36,Self Enquiry,1
200887,0,42,Company Invited,1
200888,0,35,Company Invited,3
200889,0,27,Self Enquiry,1
200890,0,54,Company Invited,1
200891,0,44,Self Enquiry,1
200892,1,19,Company Invited,1
200893,0,36,Self Enquiry,1
200894,0,54,Self Enquiry,1
200895,0,31,Self Enquiry,1
200896,0,31,Self Enquiry,1
200897,0,59,Self Enquiry,3
200898,0,43,Self Enquiry,1
200899,0,49,Self Enquiry,1
200900,0,36,Company Invited,1
200901,0,48,Self Enquiry,1
200902,0,27,Self Enquiry,1
200903,0,29,Self Enquiry,1
200904,0,48,Self Enquiry,1
200905,0,29,Self Enquiry,1
200906,0,34,Self Enquiry,1
200907,0,44,Self Enquiry,3
200908,0,33,Self Enquiry,3
200909,0,19,Self Enquiry,1
200910,0,23,Self Enquiry,1
200911,1,25,Company Invited,3
200912,0,26,Self Enquiry,1
200913,1,45,Self Enquiry,3
200914,0,55,Company Invited,1
200915,1,21,Company Invited,1
200916,0,46,Self Enquiry,3
200917,0,34,Self Enquiry,3
200918,0,51,Company Invited,3
200919,0,59,Self Enquiry,1
200920,0,34,Company Invited,1
200921,0,28,Company Invited,1
200922,0,44,Self Enquiry,1
200923,0,34,Company Invited,2
200924,0,36,Self Enquiry,1
200925,0,42,Self Enquiry,1
200926,0,43,Self Enquiry,3
200927,0,36,Self Enquiry,1
200928,1,44,Self Enquiry,1
200929,0,36,Company Invited,1
200930,0,51,Company Invited,1
200931,0,30,Company Invited,1
200932,1,29,Self Enquiry,1
200933,0,28,Self Enquiry,1
200934,0,25,Self Enquiry,1
200935,0,32,Self Enquiry,3
200936,0,45,Company Invited,1
200937,0,39,Self Enquiry,1
200938,0,58,Self Enquiry,1
200939,1,32,Self Enquiry,1
200940,1,36,Self Enquiry,1
200941,0,30,Self Enquiry,1
200942,0,36,Self Enquiry,1
200943,0,36,Self Enquiry,2
200944,0,28,Company Invited,1
200945,0,50,Self Enquiry,1
200946,1,40,Self Enquiry,3
200947,1,52,Self Enquiry,3
200948,0,30,Self Enquiry,1
200949,0,39,Self Enquiry,1
200950,0,31,Company Invited,3
200951,0,41,Company Invited,3
200952,1,31,Company Invited,3
200953,1,44,Self Enquiry,1
200954,0,42,Company Invited,1
200955,0,55,Self Enquiry,1
200956,0,56,Self Enquiry,2
200957,0,36,Company Invited,1
200958,0,34,Self Enquiry,1
200959,0,40,Self Enquiry,1
200960,0,36,Company Invited,3
200961,0,35,Company Invited,1
200962,0,51,Self Enquiry,2
200963,0,38,Self Enquiry,3
200964,0,34,Self Enquiry,3
200965,0,36,Self Enquiry,1
200966,1,58,Self Enquiry,1
200967,0,40,Self Enquiry,1
200968,0,36,Company Invited,3
200969,0,48,Self Enquiry,1
200970,0,27,Self Enquiry,3
200971,0,51,Self Enquiry,1
200972,0,18,Company Invited,1
200973,0,35,Self Enquiry,1
200974,0,27,Company Invited,3
200975,1,55,Self Enquiry,3
200976,0,56,Self Enquiry,1
200977,0,34,Company Invited,1
200978,0,40,Self Enquiry,1
200979,0,34,Self Enquiry,1
200980,1,31,Company Invited,3
200981,1,35,Company Invited,3
200982,0,38,Company Invited,1
200983,0,34,Self Enquiry,1
200984,0,28,Self Enquiry,3
200985,1,31,Self Enquiry,1
200986,0,39,Self Enquiry,3
200987,0,51,Company Invited,3
200988,0,41,Company Invited,1
200989,0,37,Self Enquiry,1
200990,0,33,Company Invited,3
200991,0,36,Self Enquiry,3
200992,0,39,Company Invited,1
200993,0,25,Self Enquiry,3
200994,0,52,Company Invited,1
200995,0,36,Self Enquiry,1
200996,0,27,Self Enquiry,3
200997,1,27,Self Enquiry,1
200998,0,36,Self Enquiry,1
200999,0,42,Self Enquiry,2
201000,0,52,Self Enquiry,1
201001,0,36,Self Enquiry,1
201002,0,35,Company Invited,1
201003,0,25,Self Enquiry,1
201004,0,36,Self Enquiry,1
201005,0,29,Self Enquiry,2
201006,1,49,Company Invited,1
201007,1,29,Company Invited,1
201008,0,54,Self Enquiry,1
201009,0,58,Self Enquiry,1
201010,0,55,Self Enquiry,1
201011,0,36,Self Enquiry,3
201012,1,31,Company Invited,3
201013,0,30,Self Enquiry,3
201014,0,31,Self Enquiry,1
201015,0,34,Company Invited,1
201016,1,31,Self Enquiry,1
201017,0,27,Self Enquiry,1
201018,0,36,Self Enquiry,1
201019,0,36,Self Enquiry,3
201020,0,36,Self Enquiry,1
201021,1,25,Self Enquiry,3
201022,0,36,Company Invited,1
201023,0,56,Self Enquiry,1
201024,0,47,Self Enquiry,1
201025,0,36,Self Enquiry,3
201026,0,32,Self Enquiry,3
201027,0,34,Self Enquiry,1
201028,0,41,Self Enquiry,1
201029,0,36,Company Invited,1
201030,0,31,Self Enquiry,3
201031,1,46,Self Enquiry,3
201032,1,36,Company Invited,1
201033,1,31,Company Invited,1
201034,0,45,Self Enquiry,1
201035,0,31,Self Enquiry,2
201036,1,36,Company Invited,1
201037,0,45,Self Enquiry,1
201038,0,48,Self Enquiry,3
201039,1,34,Self Enquiry,2
201040,0,40,Company Invited,1
201041,0,28,Self Enquiry,3
201042,0,44,Company Invited,1
201043,0,53,Self Enquiry,1
201044,0,49,Self Enquiry,1
201045,0,40,Self Enquiry,1
201046,0,36,Self Enquiry,1
201047,0,33,Self Enquiry,3
201048,0,34,Self Enquiry,3
201049,0,30,Self Enquiry,3
201050,0,36,Company Invited,1
201051,0,44,Company Invited,3
201052,0,30,Company Invited,1
201053,0,57,Self Enquiry,1
201054,0,49,Self Enquiry,1
201055,0,34,Company Invited,1
201056,1,28,Company Invited,3
201057,1,29,Company Invited,3
201058,1,34,Self Enquiry,3
201059,0,35,Self Enquiry,3
201060,1,24,Company Invited,1
201061,0,24,Company Invited,3
201062,0,44,Company Invited,1
201063,0,29,Self Enquiry,3
201064,0,30,Self Enquiry,2
201065,0,36,Self Enquiry,1
201066,0,36,Self Enquiry,1
201067,0,47,Self Enquiry,3
201068,1,28,Company Invited,1
201069,0,28,Self Enquiry,1
201070,0,28,Company Invited,3
201071,0,49,Self Enquiry,1
201072,0,29,Company Invited,1
201073,0,28,Self Enquiry,1
201074,0,33,Self Enquiry,1
201075,0,32,Self Enquiry,1
201076,0,54,Company Invited,1
201077,1,29,Self Enquiry,1
201078,0,44,Self Enquiry,1
201079,0,39,Self Enquiry,1
201080,0,46,Self Enquiry,3
201081,0,35,Self Enquiry,1
201082,0,23,Self Enquiry,1
201083,1,40,Self Enquiry,1
201084,0,34,Self Enquiry,3
201085,1,36,Company Invited,1
201086,0,50,Company Invited,1
201087,0,34,Self Enquiry,3
201088,0,42,Self Enquiry,1
201089,0,37,Self Enquiry,1
201090,0,29,Self Enquiry,1
201091,0,33,Self Enquiry,1
201092,0,45,Self Enquiry,1
201093,0,42,Company Invited,1
201094,0,40,Self Enquiry,3
201095,0,33,Self Enquiry,1
201096,0,40,Self Enquiry,2
201097,0,24,Self Enquiry,1
201098,0,36,Company Invited,1
201099,0,45,Self Enquiry,1
201100,0,35,Self Enquiry,3
201101,0,32,Self Enquiry,1
201102,0,36,Self Enquiry,3
201103,0,48,Self Enquiry,3
201104,0,29,Self Enquiry,1
201105,0,33,Self Enquiry,3
201106,1,30,Self Enquiry,3
201107,0,38,Company Invited,2
201108,0,35,Self Enquiry,1
201109,0,30,Self Enquiry,3
201110,1,35,Self Enquiry,1
201111,1,53,Self Enquiry,1
201112,1,38,Self Enquiry,1
201113,0,36,Company Invited,1
201114,0,48,Self Enquiry,1
201115,0,34,Self Enquiry,1
201116,0,55,Self Enquiry,3
201117,0,34,Self Enquiry,1
201118,0,26,Self Enquiry,1
201119,0,38,Self Enquiry,3
201120,0,36,Self Enquiry,3
201121,0,36,Self Enquiry,3
201122,0,29,Self Enquiry,1
201123,0,35,Self Enquiry,1
201124,0,39,Self Enquiry,3
201125,0,29,Company Invited,1
201126,0,50,Self Enquiry,3
201127,0,23,Self Enquiry,1
201128,0,36,Company Invited,1
201129,0,42,Self Enquiry,1
201130,0,36,Self Enquiry,1
201131,0,34,Company Invited,1
201132,0,40,Self Enquiry,3
201133,0,43,Self Enquiry,1
201134,0,35,Self Enquiry,1
201135,0,46,Self Enquiry,3
201136,1,28,Self Enquiry,1
201137,0,22,Company Invited,1
201138,0,50,Company Invited,1
201139,0,32,Self Enquiry,1
201140,0,44,Self Enquiry,1
201141,0,30,Self Enquiry,1
201142,0,45,Self Enquiry,1
201143,0,45,Self Enquiry,3
201144,0,31,Company Invited,3
201145,0,36,Self Enquiry,1
201146,0,34,Company Invited,1
201147,0,49,Self Enquiry,1
201148,0,39,Self Enquiry,1
201149,0,36,Self Enquiry,1
201150,0,35,Self Enquiry,1
201151,0,28,Self Enquiry,1
201152,0,21,Self Enquiry,1
201153,1,18,Company Invited,3
201154,0,47,Self Enquiry,2
201155,0,39,Self Enquiry,1
201156,0,40,Self Enquiry,1
201157,0,36,Company Invited,1
201158,0,37,Self Enquiry,1
201159,0,39,Company Invited,1
201160,0,45,Self Enquiry,1
201161,0,38,Self Enquiry,1
201162,1,35,Self Enquiry,3
201163,0,36,Self Enquiry,1
201164,0,40,Self Enquiry,1
201165,0,44,Company Invited,2
201166,0,48,Company Invited,1
201167,1,35,Self Enquiry,3
201168,0,36,Company Invited,1
201169,0,36,Self Enquiry,1
201170,0,27,Company Invited,1
201171,1,40,Self Enquiry,1
201172,0,29,Self Enquiry,3
201173,0,36,Self Enquiry,1
201174,0,25,Company Invited,1
201175,0,39,Self Enquiry,1
201176,0,49,Self Enquiry,1
201177,0,50,Self Enquiry,1
201178,0,20,Self Enquiry,3
201179,0,34,Self Enquiry,1
201180,0,36,Self Enquiry,1
201181,0,49,Self Enquiry,1
201182,0,36,Self Enquiry,1
201183,0,36,Self Enquiry,1
201184,0,54,Self Enquiry,1
201185,0,43,Self Enquiry,1
201186,1,35,Company Invited,3
201187,0,38,Company Invited,1
201188,0,36,Self Enquiry,3
201189,0,33,Self Enquiry,3
201190,0,32,Self Enquiry,1
201191,0,31,Self Enquiry,3
201192,0,49,Self Enquiry,1
201193,0,38,Company Invited,1
201194,0,47,Self Enquiry,3
201195,0,49,Self Enquiry,1
201196,0,41,Self Enquiry,3
201197,0,20,Self Enquiry,3
201198,0,33,Company Invited,3
201199,0,36,Self Enquiry,1
201200,0,44,Self Enquiry,2
201201,1,36,Self Enquiry,1
201202,0,38,Self Enquiry,1
201203,0,53,Self Enquiry,1
201204,1,48,Company Invited,3
201205,1,32,Self Enquiry,1
201206,0,26,Company Invited,1
201207,0,36,Self Enquiry,1
201208,0,36,Self Enquiry,1
201209,0,60,Self Enquiry,1
201210,0,33,Self Enquiry,1
201211,0,37,Company Invited,3
201212,0,34,Self Enquiry,1
201213,1,23,Self Enquiry,3
201214,0,44,Self Enquiry,1
201215,0,35,Company Invited,1
201216,0,43,Self Enquiry,3
201217,0,24,Self Enquiry,1
201218,0,41,Self Enquiry,3
201219,0,29,Self Enquiry,1
201220,0,36,Self Enquiry,3
201221,0,45,Company Invited,1
201222,1,24,Self Enquiry,2
201223,1,47,Company Invited,3
201224,0,26,Self Enquiry,1
201225,0,45,Self Enquiry,1
201226,0,36,Company Invited,1
201227,0,36,Self Enquiry,1
201228,0,41,Company Invited,2
201229,0,40,Self Enquiry,1
201230,0,36,Self Enquiry,1
201231,0,46,Self Enquiry,1
201232,0,35,Self Enquiry,1
201233,0,30,Self Enquiry,1
201234,0,47,Company Invited,3
201235,0,46,Self Enquiry,3
201236,1,36,Self Enquiry,3
201237,1,32,Self Enquiry,3
201238,0,23,Self Enquiry,1
201239,0,31,Company Invited,1
201240,0,39,Company Invited,1
201241,0,32,Self Enquiry,3
201242,0,40,Self Enquiry,3
201243,0,45,Self Enquiry,2
201244,0,30,Company Invited,1
201245,0,24,Company Invited,2
201246,1,30,Company Invited,2
201247,0,31,Self Enquiry,3
201248,0,36,Self Enquiry,1
201249,1,29,Self Enquiry,3
201250,0,29,Company Invited,1
201251,0,30,Self Enquiry,3
201252,0,34,Self Enquiry,1
201253,0,33,Company Invited,3
201254,0,49,Self Enquiry,3
201255,1,33,Self Enquiry,3
201256,0,38,Company Invited,1
201257,1,31,Self Enquiry,3
201258,0,29,Self Enquiry,1
201259,0,30,Self Enquiry,1
201260,0,32,Company Invited,1
201261,0,38,Self Enquiry,1
201262,1,43,Company Invited,1
201263,0,42,Self Enquiry,1
201264,0,55,Self Enquiry,1
201265,0,33,Company Invited,1
201266,0,41,Self Enquiry,1
201267,0,36,Company Invited,3
201268,0,53,Company Invited,1
201269,0,36,Self Enquiry,2
201270,0,34,Self Enquiry,3
201271,1,21,Self Enquiry,3
201272,0,36,Self Enquiry,1
201273,1,22,Self Enquiry,1
201274,0,31,Self Enquiry,3
201275,0,51,Self Enquiry,1
201276,0,36,Self Enquiry,3
201277,0,46,Self Enquiry,1
201278,0,36,Self Enquiry,1
201279,1,44,Company Invited,1
201280,0,36,Self Enquiry,2
201281,1,35,Self Enquiry,3
201282,0,33,Self Enquiry,1
201283,0,28,Self Enquiry,1
201284,0,39,Self Enquiry,1
201285,0,46,Company Invited,3
201286,0,36,Self Enquiry,1
201287,0,42,Self Enquiry,1
201288,0,35,Company Invited,1
201289,0,38,Company Invited,2
201290,1,34,Company Invited,1
201291,1,36,Self Enquiry,1
201292,0,36,Company Invited,3
201293,0,43,Company Invited,1
201294,0,41,Self Enquiry,1
201295,0,41,Self Enquiry,3
201296,0,30,Self Enquiry,1
201297,1,26,Self Enquiry,2
201298,1,46,Self Enquiry,1
201299,0,40,Self Enquiry,1
201300,0,34,Self Enquiry,3
201301,0,58,Company Invited,3
201302,0,35,Self Enquiry,1
201303,0,47,Self Enquiry,1
201304,0,40,Self Enquiry,1
201305,0,54,Self Enquiry,1
201306,0,31,Company Invited,3
201307,0,36,Self Enquiry,1
201308,0,38,Self Enquiry,3
201309,0,26,Self Enquiry,3
201310,0,58,Company Invited,1
201311,0,18,Company Invited,1
201312,1,31,Self Enquiry,2
201313,1,29,Self Enquiry,2
201314,0,45,Company Invited,3
201315,0,36,Self Enquiry,1
201316,0,43,Company Invited,3
201317,0,27,Company Invited,1
201318,0,36,Company Invited,1
201319,0,32,Company Invited,3
201320,0,42,Company Invited,1
201321,0,47,Self Enquiry,1
201322,0,46,Self Enquiry,1
201323,0,28,Company Invited,2
201324,0,29,Self Enquiry,1
201325,0,36,Self Enquiry,1
201326,1,32,Self Enquiry,3
201327,0,46,Self Enquiry,3
201328,0,36,Self Enquiry,3
201329,0,29,Self Enquiry,2
201330,0,43,Self Enquiry,1
201331,0,48,Self Enquiry,1
201332,1,29,Company Invited,1
201333,1,46,Self Enquiry,3
201334,0,27,Company Invited,1
201335,0,36,Self Enquiry,1
201336,0,55,Self Enquiry,1
201337,0,28,Self Enquiry,3
201338,1,30,Self Enquiry,3
201339,1,22,Self Enquiry,1
201340,0,36,Self Enquiry,3
201341,0,36,Self Enquiry,1
201342,0,34,Self Enquiry,3
201343,0,29,Self Enquiry,1
201344,0,37,Self Enquiry,1
201345,0,35,Self Enquiry,1
201346,0,45,Self Enquiry,1
201347,0,36,Company Invited,2
201348,0,40,Self Enquiry,1
201349,0,26,Self Enquiry,1
201350,0,27,Self Enquiry,3
201351,0,48,Company Invited,1
201352,0,44,Self Enquiry,1
201353,1,34,Company Invited,1
201354,1,56,Self Enquiry,1
201355,0,36,Self Enquiry,3
201356,0,41,Self Enquiry,3
201357,0,42,Self Enquiry,1
201358,0,31,Self Enquiry,3
201359,0,34,Self Enquiry,3
201360,0,36,Self Enquiry,1
201361,0,26,Company Invited,1
201362,0,45,Company Invited,1
201363,0,33,Self Enquiry,3
201364,0,28,Company Invited,3
201365,1,29,Company Invited,3
201366,0,39,Company Invited,3
201367,0,27,Self Enquiry,1
201368,0,34,Company Invited,1
201369,1,28,Self Enquiry,3
201370,0,47,Company Invited,1
201371,0,56,Self Enquiry,3
201372,0,39,Self Enquiry,1
201373,0,38,Company Invited,1
201374,0,58,Self Enquiry,3
201375,1,32,Company Invited,1
201376,0,38,Self Enquiry,1
201377,0,49,Company Invited,1
201378,0,42,Self Enquiry,3
201379,1,27,Company Invited,2
201380,0,35,Self Enquiry,3
201381,0,28,Company Invited,1
201382,0,31,Company Invited,1
201383,0,36,Company Invited,1
201384,0,34,Self Enquiry,3
201385,0,34,Self Enquiry,3
201386,0,26,Self Enquiry,1
201387,0,29,Self Enquiry,1
201388,0,32,Company Invited,1
201389,0,31,Company Invited,1
201390,1,28,Self Enquiry,1
201391,0,38,Self Enquiry,3
201392,0,35,Self Enquiry,3
201393,0,36,Self Enquiry,3
201394,0,32,Self Enquiry,1
201395,1,31,Company Invited,3
201396,1,53,Self Enquiry,3
201397,0,54,Self Enquiry,1
201398,0,33,Company Invited,1
201399,0,43,Self Enquiry,1
201400,0,38,Company Invited,2
201401,0,55,Self Enquiry,2
201402,0,31,Self Enquiry,1
201403,0,39,Self Enquiry,3
201404,0,42,Company Invited,1
201405,0,31,Company Invited,1
201406,0,54,Self Enquiry,1
201407,0,24,Self Enquiry,1
201408,0,23,Self Enquiry,1
201409,0,40,Company Invited,1
201410,0,40,Self Enquiry,3
201411,0,25,Self Enquiry,2
201412,0,36,Self Enquiry,1
201413,0,36,Self Enquiry,1
201414,0,47,Self Enquiry,1
201415,0,33,Company Invited,1
201416,0,38,Self Enquiry,3
201417,0,31,Self Enquiry,3
201418,0,38,Company Invited,1
201419,0,42,Self Enquiry,1
201420,0,41,Self Enquiry,1
201421,0,47,Company Invited,1
201422,0,35,Self Enquiry,1
201423,0,36,Self Enquiry,1
201424,0,35,Self Enquiry,1
201425,0,33,Self Enquiry,1
201426,0,32,Self Enquiry,1
201427,0,40,Self Enquiry,1
201428,0,32,Self Enquiry,3
201429,0,36,Self Enquiry,1
201430,0,38,Self Enquiry,1
201431,0,32,Self Enquiry,3
201432,0,37,Self Enquiry,1
201433,0,25,Self Enquiry,3
201434,0,36,Company Invited,3
201435,0,44,Self Enquiry,1
201436,0,21,Self Enquiry,3
201437,0,39,Company Invited,1
201438,1,23,Company Invited,3
201439,0,36,Self Enquiry,3
201440,0,36,Company Invited,1
201441,0,56,Company Invited,1
201442,1,29,Self Enquiry,1
201443,0,42,Self Enquiry,1
201444,1,56,Self Enquiry,1
201445,0,41,Self Enquiry,1
201446,0,34,Self Enquiry,3
201447,0,36,Company Invited,3
201448,0,41,Self Enquiry,3
201449,0,32,Self Enquiry,1
201450,0,35,Self Enquiry,2
201451,0,38,Self Enquiry,3
201452,1,50,Company Invited,3
201453,0,36,Self Enquiry,3
201454,0,45,Self Enquiry,3
201455,0,40,Self Enquiry,1
201456,0,35,Company Invited,1
201457,0,40,Self Enquiry,1
201458,0,35,Self Enquiry,1
201459,0,36,Self Enquiry,1
201460,0,36,Self Enquiry,1
201461,1,50,Self Enquiry,3
201462,0,39,Self Enquiry,3
201463,0,31,Company Invited,1
201464,0,26,Self Enquiry,3
201465,0,36,Company Invited,1
201466,0,39,Self Enquiry,1
201467,0,27,Self Enquiry,1
201468,0,49,Company Invited,3
201469,0,34,Self Enquiry,1
201470,1,41,Self Enquiry,3
201471,0,49,Company Invited,1
201472,1,37,Self Enquiry,1
201473,0,33,Company Invited,1
201474,0,36,Self Enquiry,1
201475,0,32,Company Invited,1
201476,0,59,Self Enquiry,1
201477,0,30,Self Enquiry,1
201478,0,38,Company Invited,1
201479,0,36,Self Enquiry,1
201480,0,35,Self Enquiry,1
201481,0,36,Self Enquiry,1
201482,0,31,Self Enquiry,1
201483,0,34,Self Enquiry,1
201484,1,28,Self Enquiry,1
201485,0,29,Self Enquiry,1
201486,0,32,Self Enquiry,1
201487,0,22,Company Invited,1
201488,0,53,Self Enquiry,3
201489,0,36,Self Enquiry,1
201490,0,36,Company Invited,1
201491,1,36,Self Enquiry,3
201492,0,34,Self Enquiry,1
201493,0,21,Self Enquiry,1
201494,1,34,Self Enquiry,1
201495,0,53,Self Enquiry,1
201496,1,36,Company Invited,1
201497,0,42,Self Enquiry,3
201498,0,44,Self Enquiry,1
201499,0,46,Self Enquiry,3
201500,0,33,Self Enquiry,1
201501,0,44,Self Enquiry,1
201502,0,30,Self Enquiry,1
201503,1,39,Self Enquiry,3
201504,1,24,Self Enquiry,1
201505,0,43,Self Enquiry,1
201506,1,50,Self Enquiry,3
201507,0,35,Self Enquiry,3
201508,0,36,Self Enquiry,1
201509,0,33,Company Invited,3
201510,0,35,Self Enquiry,1
201511,0,27,Self Enquiry,1
201512,1,26,Self Enquiry,1
201513,0,27,Company Invited,3
201514,0,36,Company Invited,1
201515,1,41,Self Enquiry,1
201516,0,34,Company Invited,3
201517,0,37,Self Enquiry,1
201518,0,46,Company Invited,3
201519,0,35,Self Enquiry,1
201520,1,48,Self Enquiry,1
201521,1,36,Self Enquiry,1
201522,0,44,Self Enquiry,3
201523,0,35,Company Invited,1
201524,0,36,Self Enquiry,3
201525,0,33,Company Invited,1
201526,0,35,Company Invited,3
201527,0,36,Self Enquiry,1
201528,0,31,Self Enquiry,1
201529,0,37,Self Enquiry,1
201530,0,32,Self Enquiry,1
201531,0,38,Company Invited,1
201532,0,50,Self Enquiry,1
201533,0,59,Self Enquiry,3
201534,0,36,Self Enquiry,1
201535,0,55,Self Enquiry,1
201536,0,36,Company Invited,1
201537,0,45,Self Enquiry,1
201538,0,35,Company Invited,1
201539,1,36,Self Enquiry,1
201540,0,59,Company Invited,3
201541,0,29,Self Enquiry,1
201542,0,31,Self Enquiry,1
201543,0,32,Self Enquiry,1
201544,0,36,Self Enquiry,1
201545,0,31,Self Enquiry,1
201546,0,35,Self Enquiry,3
201547,0,45,Self Enquiry,1
201548,0,37,Self Enquiry,1
201549,0,46,Self Enquiry,2
201550,0,30,Self Enquiry,1
201551,0,35,Self Enquiry,1
201552,0,55,Self Enquiry,3
201553,0,38,Company Invited,1
201554,0,34,Self Enquiry,1
201555,0,56,Self Enquiry,1
201556,0,23,Self Enquiry,3
201557,0,51,Self Enquiry,1
201558,0,36,Self Enquiry,1
201559,1,46,Self Enquiry,3
201560,0,40,Company Invited,1
201561,0,51,Self Enquiry,3
201562,0,30,Self Enquiry,3
201563,0,46,Company Invited,1
201564,0,32,Self Enquiry,3
201565,0,54,Self Enquiry,1
201566,0,24,Self Enquiry,3
201567,0,28,Company Invited,3
201568,0,58,Self Enquiry,3
201569,0,44,Company Invited,1
201570,1,37,Self Enquiry,2
201571,0,32,Self Enquiry,1
201572,1,20,Company Invited,1
201573,0,34,Self Enquiry,1
201574,0,37,Company Invited,1
201575,0,59,Company Invited,2
201576,0,50,Company Invited,1
201577,1,25,Self Enquiry,3
201578,0,25,Self Enquiry,1
201579,0,22,Self Enquiry,1
201580,0,51,Company Invited,1
201581,1,34,Company Invited,1
201582,0,54,Company Invited,2
201583,0,24,Self Enquiry,1
201584,0,34,Self Enquiry,1
201585,0,37,Self Enquiry,3
201586,0,34,Self Enquiry,1
201587,0,36,Company Invited,3
201588,0,36,Self Enquiry,1
201589,0,43,Company Invited,3
201590,0,30,Company Invited,1
201591,0,33,Company Invited,3
201592,1,56,Self Enquiry,1
201593,0,51,Self Enquiry,1
201594,1,31,Self Enquiry,3
201595,0,26,Self Enquiry,1
201596,1,58,Self Enquiry,1
201597,1,19,Self Enquiry,3
201598,0,22,Self Enquiry,1
201599,0,49,Self Enquiry,1
201600,0,43,Company Invited,1
201601,0,50,Company Invited,3
201602,1,31,Self Enquiry,3
201603,0,41,Self Enquiry,3
201604,0,26,Self Enquiry,2
201605,0,36,Self Enquiry,1
201606,1,51,Company Invited,1
201607,0,39,Self Enquiry,3
201608,0,25,Self Enquiry,3
201609,0,30,Self Enquiry,2
201610,1,36,Self Enquiry,1
201611,0,36,Self Enquiry,1
201612,0,38,Self Enquiry,1
201613,0,30,Self Enquiry,1
201614,0,32,Company Invited,3
201615,0,30,Self Enquiry,1
201616,0,30,Self Enquiry,1
201617,0,41,Company Invited,1
201618,0,41,Self Enquiry,1
201619,0,19,Self Enquiry,1
201620,0,40,Company Invited,1
201621,0,35,Self Enquiry,3
201622,0,53,Self Enquiry,3
201623,0,45,Self Enquiry,1
201624,0,32,Company Invited,3
201625,0,29,Company Invited,1
201626,0,51,Self Enquiry,1
201627,0,58,Self Enquiry,1
201628,0,40,Self Enquiry,3
201629,0,34,Company Invited,3
201630,0,22,Self Enquiry,1
201631,0,27,Company Invited,1
201632,0,28,Self Enquiry,1
201633,0,57,Self Enquiry,1
201634,0,27,Company Invited,1
201635,0,50,Self Enquiry,1
201636,0,41,Self Enquiry,1
201637,0,30,Self Enquiry,3
201638,0,38,Self Enquiry,3
201639,0,32,Self Enquiry,1
201640,0,27,Self Enquiry,1
201641,1,19,Company Invited,3
201642,0,36,Company Invited,1
201643,0,30,Company Invited,1
201644,0,45,Self Enquiry,3
201645,0,56,Self Enquiry,1
201646,0,33,Self Enquiry,1
201647,1,19,Self Enquiry,1
201648,0,46,Self Enquiry,3
201649,0,38,Self Enquiry,1
201650,0,36,Self Enquiry,1
201651,0,34,Self Enquiry,1
201652,1,41,Self Enquiry,3
201653,0,36,Self Enquiry,1
201654,0,53,Self Enquiry,1
201655,0,33,Self Enquiry,1
201656,0,40,Self Enquiry,1
201657,0,55,Self Enquiry,1
201658,0,34,Company Invited,1
201659,0,51,Self Enquiry,1
201660,0,52,Self Enquiry,1
201661,0,27,Self Enquiry,1
201662,1,35,Self Enquiry,1
201663,0,43,Company Invited,1
201664,0,45,Company Invited,1
201665,0,36,Self Enquiry,1
201666,0,35,Company Invited,1
201667,0,42,Company Invited,1
201668,0,38,Self Enquiry,1
201669,0,38,Self Enquiry,1
201670,0,27,Company Invited,1
201671,0,49,Company Invited,1
201672,0,36,Company Invited,1
201673,0,40,Self Enquiry,1
201674,1,38,Self Enquiry,1
201675,1,29,Self Enquiry,3
201676,0,22,Self Enquiry,1
201677,0,36,Company Invited,1
201678,0,40,Company Invited,1
201679,0,46,Self Enquiry,1
201680,1,32,Self Enquiry,3
201681,0,30,Company Invited,1
201682,0,27,Company Invited,3
201683,0,51,Self Enquiry,1
201684,1,30,Self Enquiry,1
201685,0,41,Self Enquiry,3
201686,1,30,Company Invited,3
201687,1,29,Self Enquiry,1
201688,0,45,Company Invited,3
201689,0,54,Self Enquiry,3
201690,0,36,Self Enquiry,1
201691,0,33,Self Enquiry,1
201692,0,37,Company Invited,1
201693,0,38,Self Enquiry,3
201694,0,31,Self Enquiry,1
201695,0,59,Self Enquiry,1
201696,0,37,Company Invited,3
201697,0,29,Company Invited,3
